EmployeeID,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
816,3.0,2.0,2.0,2,3,28,No,Travel_Rarely,Research & Development,5,1,Technical Degree,1,Male,2,Laboratory Technician,Married,25590,1.0,Y,11,8,0,8.0,3,8,1,7
817,4.0,3.0,3.0,2,3,33,No,Travel_Rarely,Research & Development,15,4,Life Sciences,1,Female,1,Sales Executive,Single,62010,2.0,Y,15,8,3,14.0,2,0,0,0
818,3.0,4.0,4.0,2,4,32,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Female,3,Laboratory Technician,Single,44030,2.0,Y,20,8,0,10.0,3,5,0,0
819,2.0,4.0,3.0,2,3,54,No,Travel_Frequently,Sales,10,3,Life Sciences,1,Female,4,Research Scientist,Divorced,37610,3.0,Y,12,8,0,26.0,3,14,1,12
820,1.0,1.0,1.0,3,3,29,Yes,Travel_Rarely,Research & Development,5,3,Life Sciences,1,Female,2,Research Scientist,Single,109340,6.0,Y,17,8,2,11.0,2,9,0,7
821,4.0,1.0,4.0,2,3,44,No,Travel_Rarely,Sales,26,1,Marketing,1,Male,1,Sales Representative,Married,107610,3.0,Y,11,8,1,24.0,5,20,14,17
822,2.0,2.0,3.0,4,3,39,No,Travel_Rarely,Sales,6,1,Technical Degree,1,Female,2,Laboratory Technician,Single,51750,4.0,Y,17,8,1,9.0,2,2,2,2
823,3.0,2.0,4.0,2,3,46,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,Male,3,Manufacturing Director,Married,138260,8.0,Y,11,8,0,23.0,1,13,5,1
824,4.0,2.0,1.0,4,3,35,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,Male,2,Research Scientist,Single,63340,1.0,Y,14,8,0,11.0,2,11,3,3
825,1.0,3.0,3.0,2,3,23,No,Travel_Rarely,Research & Development,2,4,Medical,1,Female,2,Manager,Single,49360,0.0,Y,19,8,1,5.0,2,4,1,2
826,4.0,1.0,1.0,4,3,40,Yes,Travel_Rarely,Research & Development,2,3,Medical,1,Male,2,Research Director,Single,47750,3.0,Y,15,8,1,15.0,3,5,1,0
827,4.0,3.0,3.0,3,3,34,No,Travel_Rarely,Human Resources,2,3,Human Resources,1,Male,2,Manufacturing Director,Married,28180,1.0,Y,13,8,1,10.0,2,10,8,6
828,4.0,3.0,1.0,2,3,31,Yes,Travel_Frequently,Research & Development,29,3,Life Sciences,1,Female,2,Healthcare Representative,Single,25150,1.0,Y,14,8,0,7.0,3,7,7,7
829,3.0,4.0,3.0,2,3,50,No,Travel_Frequently,Research & Development,6,3,Medical,1,Male,1,Manager,Single,23420,1.0,Y,12,8,1,32.0,2,32,13,9
830,2.0,3.0,3.0,3,3,34,No,Travel_Rarely,Sales,25,5,Marketing,1,Female,1,Research Scientist,Married,41940,0.0,Y,17,8,2,12.0,3,11,5,7
831,3.0,2.0,3.0,3,3,42,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Female,1,Manufacturing Director,Married,106850,4.0,Y,11,8,3,4.0,2,1,0,0
832,1.0,4.0,3.0,3,3,37,No,Travel_Rarely,Research & Development,2,2,Medical,1,Male,1,Research Scientist,Married,20220,1.0,Y,12,8,0,10.0,1,10,3,7
833,3.0,1.0,3.0,4,3,29,No,Travel_Rarely,Research & Development,1,3,Medical,1,Female,1,Manager,Married,23140,3.0,Y,13,8,0,9.0,5,7,0,7
834,4.0,2.0,3.0,3,3,33,No,Travel_Rarely,Research & Development,1,1,Life Sciences,1,Male,1,Research Scientist,Single,42560,1.0,Y,13,8,3,5.0,1,5,0,2
835,4.0,4.0,3.0,2,4,45,No,Travel_Rarely,Sales,3,3,Life Sciences,1,Male,3,Laboratory Technician,Married,35800,4.0,Y,20,8,1,8.0,1,5,0,3
836,4.0,4.0,1.0,3,3,42,No,Travel_Frequently,Human Resources,1,4,Technical Degree,1,Male,2,Manufacturing Director,Married,31620,2.0,Y,17,8,2,24.0,1,20,13,9
837,1.0,1.0,4.0,4,3,40,No,Travel_Rarely,Sales,10,1,Life Sciences,1,Female,1,Manufacturing Director,Married,65240,0.0,Y,13,8,1,9.0,2,8,7,1
838,2.0,3.0,3.0,2,3,33,No,Travel_Rarely,Research & Development,9,3,Medical,1,Female,2,Manufacturing Director,Married,28990,1.0,Y,17,8,0,15.0,3,15,5,7
839,3.0,4.0,3.0,3,3,40,No,Travel_Rarely,Sales,5,5,Life Sciences,1,Male,1,Manufacturing Director,Single,52310,1.0,Y,12,8,2,21.0,4,21,7,7
840,3.0,1.0,3.0,3,3,24,No,Travel_Rarely,Sales,10,2,Marketing,1,Male,1,Manufacturing Director,Divorced,23560,0.0,Y,13,8,0,2.0,5,1,0,0
841,4.0,4.0,3.0,2,3,40,No,Non-Travel,Research & Development,7,3,Medical,1,Male,1,Research Scientist,Divorced,28000,3.0,Y,12,8,2,8.0,0,2,2,2
842,1.0,2.0,3.0,4,4,45,No,Travel_Rarely,Research & Development,4,3,Medical,1,Female,3,Laboratory Technician,Divorced,118360,1.0,Y,22,8,0,10.0,2,10,7,7
843,2.0,3.0,3.0,4,3,35,No,Travel_Rarely,Research & Development,10,1,Life Sciences,1,Male,1,Healthcare Representative,Married,109030,0.0,Y,11,8,0,6.0,3,5,4,2
844,4.0,2.0,3.0,4,4,32,No,Travel_Rarely,Research & Development,22,4,Medical,1,Male,1,Sales Executive,Married,29730,3.0,Y,22,8,0,12.0,0,7,2,5
845,3.0,4.0,2.0,2,3,36,No,Travel_Rarely,Sales,9,3,Marketing,1,Female,4,Research Scientist,Single,142750,3.0,Y,18,8,1,7.0,5,3,1,2
846,3.0,3.0,3.0,3,3,48,No,Travel_Rarely,Research & Development,12,4,Medical,1,Male,1,Laboratory Technician,Divorced,55620,8.0,Y,13,8,1,18.0,2,8,7,7
847,,3.0,2.0,4,3,29,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,Female,2,Healthcare Representative,Married,45370,6.0,Y,18,8,1,5.0,5,1,0,0
848,1.0,1.0,1.0,2,4,33,No,Travel_Rarely,Research & Development,9,1,Medical,1,Male,1,Healthcare Representative,Married,76420,2.0,Y,20,8,1,8.0,2,2,2,2
849,2.0,1.0,3.0,3,3,30,Yes,Travel_Rarely,Research & Development,1,3,Other,1,Male,3,Sales Executive,Married,179240,1.0,Y,13,8,2,10.0,2,10,6,7
850,3.0,3.0,3.0,3,3,38,No,Travel_Frequently,Sales,9,3,Marketing,1,Male,1,Manufacturing Director,Married,52040,3.0,Y,13,8,1,10.0,2,6,1,2
851,4.0,1.0,3.0,3,3,35,No,Travel_Rarely,Sales,7,2,Life Sciences,1,Male,1,Sales Executive,Single,22770,1.0,Y,12,8,1,3.0,2,3,1,2
852,3.0,2.0,3.0,3,3,30,No,Travel_Rarely,Research & Development,14,3,Technical Degree,1,Male,5,Research Director,Married,27950,3.0,Y,13,8,0,9.0,4,4,1,3
853,1.0,1.0,3.0,1,3,35,Yes,Travel_Rarely,Research & Development,2,3,Medical,1,Female,1,Research Scientist,Divorced,25320,1.0,Y,13,8,0,1.0,2,1,0,0
854,3.0,4.0,3.0,3,4,53,Yes,Travel_Rarely,Research & Development,19,3,Life Sciences,1,Male,2,Manager,Married,25590,0.0,Y,25,8,0,34.0,2,33,1,9
855,3.0,2.0,3.0,2,3,38,Yes,Travel_Rarely,Research & Development,2,3,Medical,1,Female,3,Sales Executive,Married,49080,4.0,Y,19,8,1,7.0,3,5,1,4
856,4.0,1.0,2.0,3,3,32,No,Non-Travel,Research & Development,10,4,Life Sciences,1,Female,5,Research Scientist,Married,23800,4.0,Y,13,8,0,9.0,5,6,1,2
857,3.0,1.0,2.0,3,3,48,No,Travel_Rarely,Research & Development,2,5,Life Sciences,1,Male,1,Sales Executive,Married,47650,8.0,Y,12,8,1,10.0,4,8,7,6
858,1.0,4.0,1.0,3,3,34,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Male,2,Sales Executive,Single,20440,1.0,Y,11,8,0,1.0,2,1,0,0
859,3.0,4.0,3.0,2,3,55,No,Travel_Rarely,Research & Development,11,1,Medical,1,Female,1,Laboratory Technician,Married,26930,1.0,Y,18,8,0,36.0,6,36,2,13
860,2.0,,2.0,3,3,34,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,Male,2,Research Scientist,Married,65860,9.0,Y,18,8,1,9.0,3,2,2,1
861,1.0,4.0,3.0,3,3,26,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,Male,1,Research Director,Married,32940,1.0,Y,11,8,0,1.0,6,1,0,0
862,3.0,2.0,,4,4,38,No,Travel_Rarely,Sales,14,2,Marketing,1,Female,1,Sales Executive,Married,41710,0.0,Y,23,8,0,10.0,4,9,7,7
863,2.0,2.0,4.0,2,3,38,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Female,1,Manufacturing Director,Single,27780,2.0,Y,13,8,0,8.0,5,3,1,2
864,2.0,3.0,3.0,3,3,36,No,Travel_Rarely,Human Resources,1,3,Human Resources,1,Male,1,Research Scientist,Single,23770,6.0,Y,13,8,2,15.0,3,1,0,0
865,2.0,1.0,3.0,2,3,29,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1,Male,1,Sales Representative,Single,24040,1.0,Y,17,8,0,10.0,3,10,1,5
866,1.0,3.0,3.0,4,3,35,No,Travel_Rarely,Sales,12,2,Life Sciences,1,Female,2,Sales Executive,Single,23180,3.0,Y,19,8,0,10.0,4,5,0,4
867,4.0,3.0,3.0,3,3,39,No,Travel_Rarely,Sales,2,2,Medical,1,Female,1,Sales Executive,Married,20080,2.0,Y,12,8,0,11.0,3,7,7,6
868,1.0,4.0,4.0,3,4,29,No,Travel_Frequently,Research & Development,5,1,Medical,1,Female,1,Research Scientist,Divorced,62440,1.0,Y,22,8,0,6.0,3,6,1,3
869,3.0,3.0,3.0,1,3,50,No,Travel_Rarely,Research & Development,4,2,Medical,1,Female,1,Laboratory Technician,Married,27990,4.0,Y,12,8,1,27.0,0,1,0,0
870,4.0,3.0,3.0,3,3,23,No,Travel_Rarely,Research & Development,7,2,Life Sciences,1,Female,3,Manager,Married,105520,2.0,Y,11,8,0,4.0,2,2,2,2
871,1.0,1.0,3.0,3,3,36,No,Travel_Frequently,Sales,21,3,Life Sciences,1,Male,2,Human Resources,Married,23290,3.0,Y,15,8,0,9.0,2,3,0,2
872,4.0,4.0,3.0,3,3,42,No,Travel_Rarely,Research & Development,8,2,Life Sciences,1,Female,5,Manager,Single,40140,8.0,Y,13,8,1,24.0,3,1,0,1
873,2.0,3.0,2.0,3,3,35,No,Travel_Rarely,Sales,4,3,Medical,1,Female,2,Laboratory Technician,Married,74030,1.0,Y,12,8,1,10.0,4,10,6,8
874,4.0,3.0,2.0,3,3,34,No,Travel_Frequently,Research & Development,25,1,Life Sciences,1,Female,1,Manager,Married,22590,1.0,Y,14,8,0,8.0,2,8,7,7
875,4.0,1.0,3.0,3,3,40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,2,Laboratory Technician,Married,69320,1.0,Y,13,8,0,5.0,5,5,1,2
876,4.0,2.0,3.0,4,4,43,No,Travel_Rarely,Research & Development,1,1,Other,1,Male,1,Manager,Divorced,46780,5.0,Y,25,8,1,8.0,0,6,0,2
877,3.0,4.0,2.0,2,3,35,No,Travel_Rarely,Sales,6,3,Marketing,1,Female,3,Sales Representative,Married,135820,1.0,Y,17,8,1,1.0,3,1,0,1
878,4.0,1.0,1.0,3,3,46,No,Travel_Rarely,Research & Development,12,4,Technical Degree,1,Male,1,Laboratory Technician,Single,23320,1.0,Y,11,8,0,27.0,2,26,0,12
879,3.0,2.0,3.0,3,3,28,Yes,Travel_Rarely,Human Resources,1,3,Medical,1,Female,2,Laboratory Technician,Married,24130,1.0,Y,16,8,1,1.0,2,1,0,0
880,2.0,3.0,2.0,2,3,22,No,Non-Travel,Sales,17,2,Marketing,1,Male,3,Sales Executive,Married,97050,1.0,Y,18,8,2,4.0,3,4,1,3
881,2.0,3.0,3.0,2,4,50,No,Travel_Frequently,Research & Development,3,3,Other,1,Male,2,Research Scientist,Married,42940,2.0,Y,20,8,0,32.0,2,30,12,13
882,2.0,4.0,3.0,3,3,32,No,Travel_Rarely,Research & Development,3,2,Life Sciences,1,Male,3,Research Scientist,Married,47210,3.0,Y,14,8,1,6.0,3,3,0,2
883,2.0,4.0,2.0,3,4,44,No,Travel_Rarely,Research & Development,10,3,Technical Degree,1,Male,3,Manager,Divorced,25190,0.0,Y,21,8,2,23.0,2,22,1,10
884,2.0,2.0,2.0,3,3,30,No,Travel_Rarely,Research & Development,4,3,Medical,1,Female,1,Research Director,Married,21210,1.0,Y,13,8,1,6.0,2,6,1,1
885,3.0,1.0,3.0,3,3,45,No,Travel_Rarely,Sales,29,2,Technical Degree,1,Female,2,Research Scientist,Single,29730,1.0,Y,12,8,0,10.0,2,10,1,4
886,1.0,1.0,3.0,2,3,45,No,Non-Travel,Sales,2,4,Life Sciences,1,Male,2,Manufacturing Director,Married,58550,1.0,Y,14,8,1,10.0,3,10,4,5
887,4.0,1.0,3.0,3,4,31,No,Travel_Frequently,Research & Development,7,3,Medical,1,Male,2,Research Scientist,Single,36170,7.0,Y,21,8,1,10.0,5,5,0,3
888,3.0,3.0,3.0,3,3,36,No,Travel_Rarely,Research & Development,18,1,Medical,1,Male,2,Manufacturing Director,Married,67250,9.0,Y,17,8,1,7.0,3,3,1,1
889,3.0,4.0,3.0,2,3,34,No,Travel_Frequently,Sales,28,4,Marketing,1,Male,5,Manufacturing Director,Divorced,103250,1.0,Y,11,8,1,9.0,3,9,7,2
890,3.0,1.0,2.0,3,3,49,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,3,Healthcare Representative,Married,69490,1.0,Y,14,8,1,10.0,2,9,1,4
891,2.0,1.0,3.0,3,3,39,No,Travel_Rarely,Research & Development,6,2,Life Sciences,1,Male,3,Research Scientist,Married,106090,2.0,Y,17,8,1,10.0,2,7,7,7
892,4.0,1.0,3.0,3,3,27,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,Male,4,Research Scientist,Divorced,44470,1.0,Y,13,8,0,7.0,4,7,0,7
893,2.0,1.0,3.0,2,4,35,No,Travel_Rarely,Research & Development,2,3,Medical,1,Female,2,Sales Executive,Married,21570,1.0,Y,25,8,0,16.0,1,16,1,10
894,2.0,1.0,2.0,3,3,28,No,Travel_Rarely,Research & Development,23,3,Life Sciences,1,Male,3,Manufacturing Director,Divorced,46010,0.0,Y,15,8,2,6.0,2,5,0,0
895,3.0,4.0,3.0,3,3,21,No,Travel_Rarely,Research & Development,3,1,Life Sciences,1,Female,1,Laboratory Technician,Single,170990,1.0,Y,14,8,1,3.0,2,2,2,2
896,2.0,4.0,4.0,2,3,18,Yes,Travel_Frequently,Research & Development,3,5,Medical,1,Male,1,Research Director,Single,24790,1.0,Y,12,8,1,0.0,2,0,0,0
897,4.0,3.0,3.0,2,3,47,No,Travel_Rarely,Research & Development,25,4,Medical,1,Male,2,Research Scientist,Married,148520,3.0,Y,19,8,3,27.0,3,5,1,0
898,3.0,3.0,3.0,3,3,39,No,Travel_Rarely,Sales,2,4,Life Sciences,1,Male,1,Laboratory Technician,Divorced,72640,0.0,Y,17,8,0,11.0,5,10,0,7
899,1.0,3.0,3.0,3,3,40,No,Travel_Rarely,Research & Development,22,1,Life Sciences,1,Male,1,Laboratory Technician,Married,56660,1.0,Y,14,8,1,18.0,2,18,14,12
900,3.0,3.0,3.0,3,3,35,No,Non-Travel,Research & Development,29,3,Medical,1,Female,2,Sales Executive,Married,78230,1.0,Y,13,8,1,15.0,3,14,2,9
901,3.0,3.0,2.0,4,3,37,No,Travel_Rarely,Research & Development,29,4,Technical Degree,1,Male,1,Laboratory Technician,Married,78800,3.0,Y,12,8,1,9.0,2,4,0,2
902,1.0,3.0,1.0,3,3,39,No,Travel_Frequently,Research & Development,2,3,Technical Degree,1,Female,2,Manager,Single,131940,0.0,Y,11,8,0,10.0,2,9,3,8
903,4.0,4.0,3.0,2,3,45,No,Travel_Rarely,Research & Development,28,3,Life Sciences,1,Female,2,Laboratory Technician,Divorced,50670,1.0,Y,11,8,2,10.0,3,10,3,9
904,4.0,3.0,4.0,3,3,38,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Female,3,Sales Executive,Married,50790,3.0,Y,11,8,0,10.0,3,5,0,2
905,4.0,1.0,3.0,3,3,35,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,3,Healthcare Representative,Married,23210,9.0,Y,12,8,1,15.0,0,13,6,0
906,2.0,2.0,1.0,3,3,37,No,Travel_Rarely,Research & Development,22,3,Life Sciences,1,Female,2,Healthcare Representative,Married,174440,1.0,Y,14,8,0,8.0,4,8,7,7
907,3.0,4.0,2.0,2,3,40,No,Travel_Rarely,Research & Development,8,3,Technical Degree,1,Female,2,Healthcare Representative,Single,24040,6.0,Y,17,8,0,18.0,2,4,3,3
908,1.0,4.0,3.0,2,3,44,No,Travel_Frequently,Sales,2,2,Marketing,1,Male,1,Laboratory Technician,Married,34520,4.0,Y,11,8,1,14.0,2,10,0,2
909,3.0,4.0,3.0,3,3,48,No,Travel_Frequently,Sales,10,4,Marketing,1,Female,3,Manager,Married,22700,2.0,Y,14,8,3,23.0,2,2,2,2
910,,4.0,2.0,1,3,35,Yes,Travel_Rarely,Research & Development,9,3,Life Sciences,1,Male,2,Manager,Divorced,173990,6.0,Y,12,8,0,7.0,3,2,2,2
911,1.0,4.0,3.0,3,4,24,No,Travel_Frequently,Research & Development,15,3,Life Sciences,1,Male,2,Research Scientist,Single,54880,1.0,Y,22,8,1,6.0,6,6,1,3
912,2.0,3.0,3.0,1,3,27,No,Travel_Rarely,Sales,10,4,Life Sciences,1,Male,3,Sales Executive,Married,194190,7.0,Y,14,8,1,5.0,2,3,0,2
913,4.0,4.0,2.0,3,4,27,No,Travel_Frequently,Research & Development,7,3,Life Sciences,1,Male,1,Research Scientist,Single,28110,2.0,Y,20,8,0,6.0,3,4,1,2
914,1.0,1.0,1.0,3,3,40,Yes,Travel_Rarely,Sales,16,4,Marketing,1,Male,1,Research Director,Single,36330,3.0,Y,16,8,2,10.0,0,4,0,3
915,3.0,3.0,3.0,2,3,29,No,Travel_Rarely,Research & Development,20,1,Medical,1,Female,2,Manager,Single,41630,9.0,Y,15,8,1,8.0,4,5,1,4
916,2.0,1.0,3.0,2,4,36,No,Travel_Rarely,Research & Development,23,3,Life Sciences,1,Female,3,Sales Executive,Married,21320,4.0,Y,20,8,0,9.0,1,3,0,2
917,4.0,3.0,3.0,2,3,25,No,Travel_Frequently,Sales,5,1,Marketing,1,Male,4,Manufacturing Director,Divorced,139730,1.0,Y,14,8,0,7.0,3,7,0,7
918,4.0,2.0,3.0,3,3,39,No,Travel_Rarely,Sales,10,3,Marketing,1,Female,2,Research Director,Married,26840,4.0,Y,12,8,0,7.0,2,5,1,0
919,1.0,2.0,3.0,2,4,49,No,Travel_Rarely,Sales,4,2,Life Sciences,1,Male,2,Research Director,Married,108450,3.0,Y,24,8,0,27.0,4,4,1,2
920,4.0,1.0,3.0,2,3,50,No,Travel_Rarely,Research & Development,2,2,Medical,1,Male,3,Sales Executive,Divorced,43770,5.0,Y,12,8,1,19.0,2,14,1,11
921,3.0,3.0,3.0,3,3,20,No,Travel_Rarely,Research & Development,18,4,Medical,1,Female,2,Sales Executive,Single,37430,1.0,Y,13,8,1,2.0,2,2,2,2
922,4.0,2.0,3.0,3,3,34,No,Travel_Rarely,Research & Development,10,3,Medical,1,Male,3,Laboratory Technician,Divorced,41480,1.0,Y,11,8,0,11.0,3,11,7,9
923,1.0,2.0,3.0,3,3,36,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Female,2,Healthcare Representative,Single,10510,2.0,Y,14,8,0,15.0,2,4,1,3
924,3.0,3.0,3.0,3,3,49,No,Travel_Rarely,Human Resources,6,2,Life Sciences,1,Female,2,Research Scientist,Married,107390,2.0,Y,11,8,3,30.0,3,15,2,12
925,4.0,3.0,3.0,3,3,36,No,Non-Travel,Research & Development,8,4,Life Sciences,1,Male,4,Laboratory Technician,Married,103880,0.0,Y,14,8,0,4.0,2,3,1,2
926,4.0,1.0,3.0,3,3,36,No,Travel_Rarely,Research & Development,2,2,Medical,1,Female,2,Healthcare Representative,Divorced,114160,6.0,Y,16,8,0,13.0,2,5,0,4
927,2.0,3.0,3.0,3,3,54,No,Travel_Rarely,Sales,24,3,Marketing,1,Male,1,Laboratory Technician,Married,26000,3.0,Y,14,8,0,36.0,5,10,4,7
928,3.0,3.0,3.0,3,3,43,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Female,1,Research Scientist,Married,24220,1.0,Y,11,8,1,14.0,2,14,6,11
929,4.0,4.0,4.0,2,3,35,Yes,Travel_Frequently,Research & Development,17,4,Medical,1,Male,1,Research Director,Single,54720,3.0,Y,11,8,1,13.0,3,11,6,7
930,4.0,4.0,4.0,3,3,38,No,Travel_Frequently,Research & Development,19,2,Life Sciences,1,Male,2,Research Scientist,Married,24510,7.0,Y,12,8,1,19.0,3,13,2,9
931,1.0,2.0,2.0,2,3,29,No,Travel_Rarely,Research & Development,1,2,Medical,1,Male,2,Sales Representative,Divorced,42400,1.0,Y,14,8,0,10.0,2,10,0,9
932,4.0,4.0,3.0,2,3,33,No,Travel_Rarely,Research & Development,7,3,Medical,1,Male,5,Sales Executive,Divorced,109990,1.0,Y,18,8,3,6.0,3,6,0,4
933,4.0,2.0,2.0,3,3,32,No,Travel_Rarely,Research & Development,5,4,Technical Degree,1,Male,5,Research Scientist,Divorced,50030,,Y,13,8,0,10.0,5,9,1,6
934,1.0,4.0,3.0,2,3,31,No,Travel_Rarely,Research & Development,28,4,Technical Degree,1,Female,2,Sales Executive,Married,127420,1.0,Y,11,8,0,10.0,4,10,0,2
935,4.0,1.0,2.0,2,3,49,No,Travel_Rarely,Research & Development,2,4,Medical,1,Male,1,Laboratory Technician,Divorced,42270,4.0,Y,18,8,0,17.0,3,2,2,2
936,4.0,2.0,3.0,3,3,38,No,Travel_Frequently,Sales,29,2,Medical,1,Female,1,Sales Executive,Single,39170,1.0,Y,15,8,3,4.0,2,4,3,3
937,2.0,2.0,3.0,2,4,47,No,Travel_Rarely,Research & Development,1,4,Medical,1,Male,3,Laboratory Technician,Divorced,183030,6.0,Y,22,8,1,29.0,2,3,1,2
938,3.0,3.0,3.0,1,3,49,No,Travel_Rarely,Research & Development,21,3,Medical,1,Male,2,Manufacturing Director,Single,23800,4.0,Y,13,8,0,23.0,3,8,0,0
939,4.0,3.0,3.0,4,3,41,No,Travel_Rarely,Research & Development,24,4,Life Sciences,1,Female,4,Manager,Single,137260,3.0,Y,12,8,0,21.0,6,2,0,2
940,4.0,1.0,3.0,3,3,20,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,1,Sales Representative,Single,47770,1.0,Y,18,8,1,2.0,3,2,0,2
941,3.0,4.0,3.0,2,3,33,No,Non-Travel,Research & Development,18,2,Medical,1,Female,2,Healthcare Representative,Divorced,63850,1.0,Y,13,8,0,7.0,6,6,1,2
942,1.0,3.0,2.0,3,3,36,No,Travel_Rarely,Research & Development,2,2,Technical Degree,1,Male,3,Sales Executive,Married,199730,6.0,Y,12,8,0,10.0,2,3,0,2
943,3.0,4.0,3.0,2,3,44,No,Travel_Rarely,Research & Development,9,3,Technical Degree,1,Female,3,Healthcare Representative,Divorced,68610,4.0,Y,12,8,0,8.0,2,2,2,2
944,4.0,3.0,3.0,3,3,23,Yes,Travel_Rarely,Human Resources,6,3,Life Sciences,1,Female,3,Laboratory Technician,Single,49690,1.0,Y,12,8,0,5.0,3,5,1,2
945,4.0,3.0,2.0,3,3,38,No,Travel_Rarely,Research & Development,11,2,Life Sciences,1,Male,1,Sales Executive,Married,198450,7.0,Y,11,8,1,7.0,3,0,0,0
946,2.0,4.0,3.0,3,3,53,No,Travel_Rarely,Research & Development,24,3,Life Sciences,1,Male,4,Research Director,Married,133200,3.0,Y,11,8,0,11.0,2,4,1,2
947,4.0,3.0,3.0,1,3,48,Yes,Travel_Frequently,Sales,10,2,Marketing,1,Male,1,Healthcare Representative,Married,63470,2.0,Y,12,8,1,19.0,3,9,7,7
948,4.0,2.0,3.0,3,3,32,Yes,Travel_Rarely,Sales,1,3,Life Sciences,1,Male,2,Research Scientist,Single,27430,1.0,Y,19,8,1,1.0,2,1,0,0
949,4.0,4.0,3.0,3,4,26,No,Non-Travel,Research & Development,18,2,Medical,1,Male,1,Human Resources,Single,108800,1.0,Y,23,8,1,7.0,5,7,5,7
950,1.0,2.0,3.0,3,3,55,No,Travel_Rarely,Research & Development,23,1,Life Sciences,1,Male,5,Laboratory Technician,Divorced,23420,5.0,Y,11,8,2,8.0,2,4,1,2
951,2.0,4.0,4.0,1,3,34,No,Travel_Rarely,Sales,28,3,Life Sciences,1,Female,2,Research Scientist,Married,176500,1.0,Y,19,8,1,15.0,6,15,4,13
952,3.0,4.0,4.0,2,3,60,No,Travel_Rarely,Sales,17,4,Medical,1,Male,1,Manager,Divorced,40250,3.0,Y,13,8,1,19.0,5,1,0,0
953,2.0,2.0,3.0,3,3,33,No,Travel_Rarely,Sales,3,3,Life Sciences,1,Male,3,Manager,Married,97250,1.0,Y,11,8,0,14.0,0,14,2,13
954,3.0,4.0,2.0,3,3,37,No,Travel_Frequently,Research & Development,13,3,Life Sciences,1,Male,1,Laboratory Technician,Divorced,119040,1.0,Y,12,8,1,6.0,4,6,1,3
955,2.0,4.0,3.0,3,3,34,No,Travel_Rarely,Research & Development,7,2,Life Sciences,1,Male,1,Healthcare Representative,Married,21770,1.0,Y,13,8,0,10.0,5,10,8,7
956,3.0,4.0,3.0,3,3,23,Yes,Travel_Rarely,Research & Development,12,2,Medical,1,Male,2,Research Scientist,Divorced,75250,1.0,Y,14,8,2,3.0,2,3,0,2
957,3.0,4.0,3.0,4,3,44,No,Travel_Rarely,Human Resources,1,3,Life Sciences,1,Male,1,Research Scientist,Married,48340,1.0,Y,14,8,0,9.0,1,8,6,7
958,1.0,4.0,4.0,3,3,35,No,Travel_Frequently,Research & Development,13,3,Life Sciences,1,Male,3,Sales Executive,Single,20420,0.0,Y,16,8,0,6.0,2,5,1,4
959,4.0,4.0,3.0,1,3,43,No,Travel_Rarely,Research & Development,25,4,Life Sciences,1,Male,2,Sales Executive,Married,22200,1.0,Y,11,8,0,10.0,2,10,8,8
960,3.0,3.0,3.0,3,3,24,No,Travel_Rarely,Research & Development,6,3,Life Sciences,1,Male,3,Sales Executive,Married,10520,1.0,Y,13,8,0,5.0,3,5,0,4
961,4.0,3.0,3.0,3,3,41,No,Travel_Rarely,Sales,6,4,Marketing,1,Male,1,Research Scientist,Single,28210,1.0,Y,17,8,0,10.0,3,10,8,7
962,4.0,3.0,3.0,3,3,29,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,Male,2,Research Scientist,Married,192370,9.0,Y,11,8,1,9.0,2,5,1,2
963,3.0,4.0,2.0,1,3,36,No,Travel_Rarely,Human Resources,1,4,Life Sciences,1,Female,3,Research Scientist,Single,41070,3.0,Y,11,8,1,17.0,2,13,6,7
964,3.0,3.0,2.0,2,3,45,No,Non-Travel,Sales,2,3,Life Sciences,1,Female,2,Manufacturing Director,Married,83960,3.0,Y,15,8,2,25.0,3,23,14,4
